Transaction_ID,Date,Category,Unit_Price,Quantity
TXN-1100,2026-08-22,Electronics,48.1,5
TXN-1101,2026-09-10,Electronics,157.42,5
TXN-1102,2026-08-21,Clothing,378.49,3
TXN-1103,2026-08-25,Toys,303.99,3
TXN-1104,2026-08-20,Clothing,240.71,3
TXN-1105,2026-08-24,Toys,220.12,4
TXN-1106,2026-08-22,Clothing,189.0,3
TXN-1107,2026-08-27,Electronics,31.43,2
TXN-1108,2026-09-12,Toys,102.15,5
TXN-1109,2026-08-28,Electronics,493.83,2
TXN-1110,2026-08-19,Electronics,160.25,5
TXN-1111,2026-09-02,Toys,157.58,3
TXN-1112,2026-09-02,Toys,185.78,2
TXN-1113,2026-08-29,Home,497.48,2
TXN-1114,2026-08-22,Home,75.75,4
TXN-1115,2026-09-14,Clothing,160.76,3
TXN-1116,2026-08-22,Home,129.57,2
TXN-1117,2026-08-26,Clothing,112.57,5
TXN-1118,2026-09-05,Clothing,226.22,3
TXN-1119,2026-08-26,Clothing,195.39,5
TXN-1120,2026-09-03,Electronics,196.36,5
TXN-1121,2026-09-06,Clothing,282.49,4
TXN-1122,2026-08-16,Electronics,397.18,3
TXN-1123,2026-09-03,Toys,101.96,5
TXN-1124,2026-08-29,Electronics,142.52,2
TXN-1125,2026-08-18,Home,435.85,2
TXN-1126,2026-08-26,Home,101.14,2
TXN-1127,2026-08-31,Electronics,373.49,4
TXN-1128,2026-08-17,Toys,249.43,5
TXN-1129,2026-08-18,Electronics,418.94,2
TXN-1130,2026-08-25,Clothing,245.89,3
TXN-1131,2026-08-27,Home,242.61,5
TXN-1132,2026-08-16,Electronics,203.33,1
TXN-1133,2026-09-02,Electronics,123.26,2
TXN-1134,2026-09-01,Toys,274.34,4
TXN-1135,2026-08-21,Toys,288.0,2
TXN-1136,2026-08-22,Toys,187.13,4
TXN-1137,2026-09-05,Clothing,73.82,4
TXN-1138,2026-08-31,Clothing,169.4,3
TXN-1139,2026-09-08,Home,36.02,3
TXN-1140,2026-08-25,Electronics,226.74,2
TXN-1141,2026-08-29,Home,51.14,3
TXN-1142,2026-08-27,Toys,461.74,2
TXN-1143,2026-09-02,Home,14.11,3
TXN-1144,2026-08-24,Electronics,388.29,4
TXN-1145,2026-09-08,Clothing,301.93,2
TXN-1146,2026-08-29,Clothing,197.1,2
TXN-1147,2026-09-14,Electronics,49.37,4
TXN-1148,2026-08-15,Toys,455.72,4
TXN-1149,2026-08-27,Electronics,335.0,3
TXN-1150,2026-09-07,Home,60.05,4
TXN-1151,2026-09-04,Clothing,206.15,2
TXN-1152,2026-08-21,Home,301.26,4
TXN-1153,2026-09-02,Toys,114.33,1
TXN-1154,2026-08-25,Clothing,63.93,3
TXN-1155,2026-08-23,Home,323.34,5
TXN-1156,2026-08-25,Electronics,297.08,4
TXN-1157,2026-08-26,Toys,209.39,2
TXN-1158,2026-09-01,Clothing,348.11,4
TXN-1159,2026-08-19,Clothing,195.96,4
TXN-1160,2026-08-22,Electronics,80.31,2
TXN-1161,2026-08-31,Electronics,330.92,3
TXN-1162,2026-08-27,Clothing,109.6,4
TXN-1163,2026-09-12,Home,80.11,3
TXN-1164,2026-08-18,Home,74.88,5
TXN-1165,2026-09-12,Home,219.78,3
TXN-1166,2026-09-03,Electronics,91.38,4
TXN-1167,2026-09-04,Electronics,161.2,4
TXN-1168,2026-08-18,Clothing,121.57,3
TXN-1169,2026-09-04,Toys,15.12,4
TXN-1170,2026-08-16,Toys,341.11,5
TXN-1171,2026-08-21,Toys,387.49,3
TXN-1172,2026-08-16,Clothing,331.73,1
TXN-1173,2026-08-25,Electronics,84.5,5
TXN-1174,2026-09-08,Toys,418.82,2
TXN-1175,2026-09-02,Electronics,377.74,5
TXN-1176,2026-08-18,Clothing,293.4,4
TXN-1177,2026-08-17,Toys,379.64,4
TXN-1178,2026-08-18,Clothing,51.79,3
TXN-1179,2026-09-08,Toys,79.35,3
TXN-1180,2026-08-26,Electronics,482.83,2
TXN-1181,2026-08-23,Electronics,147.31,5
TXN-1182,2026-09-05,Clothing,218.7,4
TXN-1183,2026-09-05,Electronics,254.45,5
TXN-1184,2026-09-05,Electronics,144.39,3
TXN-1185,2026-09-08,Home,483.42,5
TXN-1186,2026-08-19,Electronics,342.09,1
TXN-1187,2026-08-26,Toys,425.47,2
TXN-1188,2026-08-18,Toys,120.92,3
TXN-1189,2026-09-12,Toys,485.1,2
TXN-1190,2026-08-26,Electronics,278.28,1
TXN-1191,2026-09-06,Toys,280.67,1
TXN-1192,2026-09-02,Electronics,487.2,2
TXN-1193,2026-08-23,Electronics,229.47,5
TXN-1194,2026-09-05,Electronics,82.57,4
TXN-1195,2026-09-01,Toys,186.74,3
TXN-1196,2026-08-18,Home,80.29,1
TXN-1197,2026-09-11,Toys,213.47,5
TXN-1198,2026-08-20,Electronics,389.24,5
TXN-1199,2026-09-07,Home,120.27,4
TXN-1200,2026-09-07,Clothing,385.52,4
TXN-1201,2026-08-21,Toys,289.24,3
TXN-1202,2026-08-17,Toys,112.24,3
TXN-1203,2026-09-08,Home,68.74,3
TXN-1204,2026-08-26,Home,443.12,1
TXN-1205,2026-08-16,Toys,70.92,4
TXN-1206,2026-09-04,Electronics,485.88,1
TXN-1207,2026-08-23,Electronics,204.4,2
TXN-1208,2026-09-14,Electronics,50.06,2
TXN-1209,2026-09-05,Home,331.61,3
TXN-1210,2026-08-31,Clothing,359.57,4
TXN-1211,2026-08-31,Toys,468.9,1
TXN-1212,2026-08-30,Toys,268.88,5
TXN-1213,2026-08-23,Home,236.54,3
TXN-1214,2026-09-07,Home,452.44,1
TXN-1215,2026-08-19,Electronics,128.39,5
TXN-1216,2026-08-26,Toys,205.41,4
TXN-1217,2026-09-05,Clothing,36.48,5
TXN-1218,2026-08-30,Clothing,108.17,5
TXN-1219,2026-08-27,Home,451.53,1
TXN-1220,2026-08-29,Clothing,86.92,2
TXN-1221,2026-08-24,Electronics,436.6,1
TXN-1222,2026-09-12,Home,282.48,4
TXN-1223,2026-08-24,Clothing,216.12,4
TXN-1224,2026-09-05,Toys,262.8,4
TXN-1225,2026-09-14,Toys,218.38,4
TXN-1226,2026-08-18,Toys,201.23,4
TXN-1227,2026-08-18,Clothing,23.69,1
TXN-1228,2026-08-15,Home,324.33,3
TXN-1229,2026-08-17,Toys,339.33,5
TXN-1230,2026-09-10,Electronics,137.93,2
TXN-1231,2026-08-21,Toys,245.22,3
TXN-1232,2026-08-30,Home,205.91,3
TXN-1233,2026-08-24,Toys,218.61,5
TXN-1234,2026-09-05,Clothing,464.73,5
TXN-1235,2026-08-26,Clothing,274.72,1
TXN-1236,2026-08-21,Home,233.01,2
TXN-1237,2026-08-28,Home,473.67,5
TXN-1238,2026-08-18,Electronics,46.59,4
TXN-1239,2026-08-24,Toys,204.55,5
TXN-1240,2026-08-22,Electronics,253.63,1
TXN-1241,2026-08-19,Electronics,240.51,3
TXN-1242,2026-08-26,Clothing,301.27,2
TXN-1243,2026-09-08,Home,471.51,1
TXN-1244,2026-09-04,Home,32.51,4
TXN-1245,2026-08-17,Toys,59.66,5
TXN-1246,2026-08-15,Toys,340.34,2
TXN-1247,2026-08-26,Home,418.95,5
TXN-1248,2026-09-12,Toys,95.37,5
TXN-1249,2026-09-12,Home,219.88,4
TXN-1250,2026-09-10,Clothing,249.99,5
TXN-1251,2026-09-11,Home,97.49,4
TXN-1252,2026-08-16,Toys,184.88,4
TXN-1253,2026-08-26,Toys,204.84,5
TXN-1254,2026-08-28,Clothing,206.82,1
TXN-1255,2026-09-05,Electronics,199.09,4
TXN-1256,2026-09-02,Home,43.69,4
TXN-1257,2026-08-31,Electronics,148.01,2
TXN-1258,2026-09-12,Toys,396.89,3
TXN-1259,2026-08-30,Clothing,119.16,4
TXN-1260,2026-08-24,Toys,241.31,4
TXN-1261,2026-08-31,Clothing,259.89,2
TXN-1262,2026-08-23,Home,402.47,3
TXN-1263,2026-09-05,Electronics,392.68,2
TXN-1264,2026-09-14,Clothing,434.96,1
TXN-1265,2026-09-13,Home,201.8,4
TXN-1266,2026-08-24,Home,22.98,4
TXN-1267,2026-08-26,Clothing,392.91,4
TXN-1268,2026-08-29,Clothing,225.12,4
TXN-1269,2026-08-16,Home,193.52,3
TXN-1270,2026-08-30,Home,37.81,4
TXN-1271,2026-09-03,Clothing,405.98,4
TXN-1272,2026-08-26,Electronics,301.44,2
TXN-1273,2026-08-16,Clothing,106.13,5
TXN-1274,2026-08-29,Electronics,39.37,2
TXN-1275,2026-08-31,Home,118.22,4
TXN-1276,2026-09-08,Home,144.17,3
TXN-1277,2026-09-01,Toys,321.42,3
TXN-1278,2026-08-29,Clothing,109.77,3
TXN-1279,2026-09-01,Electronics,107.42,4
TXN-1280,2026-08-20,Home,17.81,4
TXN-1281,2026-08-15,Electronics,215.49,3
TXN-1282,2026-08-16,Toys,326.62,3
TXN-1283,2026-09-08,Electronics,374.87,3
TXN-1284,2026-09-02,Home,409.31,1
TXN-1285,2026-08-21,Clothing,43.88,3
TXN-1286,2026-09-01,Clothing,30.17,4
TXN-1287,2026-08-22,Clothing,105.23,2
TXN-1288,2026-09-03,Electronics,460.21,4
TXN-1289,2026-08-18,Toys,355.74,5
TXN-1290,2026-08-28,Electronics,88.82,1
TXN-1291,2026-09-08,Toys,411.85,4
TXN-1292,2026-08-29,Toys,177.74,5
TXN-1293,2026-08-23,Toys,416.82,5
TXN-1294,2026-08-24,Home,86.25,4
TXN-1295,2026-08-21,Electronics,390.73,1
TXN-1296,2026-09-07,Toys,332.93,1
TXN-1297,2026-08-31,Electronics,273.04,4
TXN-1298,2026-08-16,Clothing,221.01,3
TXN-1299,2026-08-18,Home,365.15,3
TXN-1300,2026-08-20,Home,166.33,5
TXN-1301,2026-08-30,Electronics,75.75,2
TXN-1302,2026-09-03,Toys,212.63,5
TXN-1303,2026-08-22,Clothing,314.1,3
TXN-1304,2026-08-31,Toys,404.95,2
TXN-1305,2026-09-08,Clothing,231.31,5
TXN-1306,2026-08-31,Home,241.78,4
TXN-1307,2026-09-01,Home,483.89,3
TXN-1308,2026-08-18,Toys,99.36,1
TXN-1309,2026-08-30,Clothing,106.29,4
TXN-1310,2026-09-10,Toys,129.98,3
TXN-1311,2026-08-28,Electronics,164.56,3
TXN-1312,2026-09-14,Electronics,255.46,4
TXN-1313,2026-08-19,Electronics,161.46,2
TXN-1314,2026-08-23,Toys,111.58,3
TXN-1315,2026-09-05,Electronics,95.0,4
TXN-1316,2026-08-15,Toys,27.26,4
TXN-1317,2026-08-17,Home,414.54,4
TXN-1318,2026-09-04,Toys,216.92,1
TXN-1319,2026-09-07,Home,266.06,3
TXN-1320,2026-08-17,Clothing,414.12,1
TXN-1321,2026-08-19,Toys,380.0,3
TXN-1322,2026-09-13,Toys,141.19,2
TXN-1323,2026-09-09,Electronics,172.53,1
TXN-1324,2026-08-26,Home,197.91,1
TXN-1325,2026-09-10,Toys,393.28,5
TXN-1326,2026-09-04,Home,485.07,3
TXN-1327,2026-09-14,Electronics,445.89,5
TXN-1328,2026-09-12,Home,153.42,5
TXN-1329,2026-09-06,Home,209.95,5
TXN-1330,2026-08-25,Electronics,357.0,4
TXN-1331,2026-08-15,Home,103.88,2
TXN-1332,2026-09-10,Clothing,47.4,5
TXN-1333,2026-08-29,Clothing,115.23,2
TXN-1334,2026-09-11,Electronics,31.37,1
TXN-1335,2026-08-23,Electronics,427.1,2
TXN-1336,2026-09-01,Toys,417.08,4
TXN-1337,2026-08-28,Clothing,462.28,3
TXN-1338,2026-08-20,Electronics,256.11,5
TXN-1339,2026-09-08,Clothing,449.87,3
TXN-1340,2026-09-07,Clothing,456.92,2
TXN-1341,2026-09-01,Clothing,142.35,3
TXN-1342,2026-08-22,Clothing,255.13,3
TXN-1343,2026-08-30,Electronics,85.31,5
TXN-1344,2026-08-18,Home,465.63,1
TXN-1345,2026-08-15,Electronics,184.79,3
TXN-1346,2026-08-17,Clothing,305.63,5
TXN-1347,2026-08-30,Toys,101.1,3
TXN-1348,2026-09-06,Clothing,289.53,4
TXN-1349,2026-08-15,Home,497.41,2
TXN-1350,2026-09-07,Toys,433.96,5
TXN-1351,2026-08-17,Clothing,398.1,2
TXN-1352,2026-08-16,Clothing,498.16,2
TXN-1353,2026-09-01,Toys,159.52,5
TXN-1354,2026-08-18,Electronics,367.91,2
TXN-1355,2026-08-24,Toys,346.59,5
TXN-1356,2026-09-04,Clothing,165.57,5
TXN-1357,2026-08-24,Toys,469.04,4
TXN-1358,2026-08-31,Toys,20.24,5
TXN-1359,2026-08-26,Clothing,400.27,3
TXN-1360,2026-09-04,Clothing,279.95,4
TXN-1361,2026-09-07,Electronics,242.49,4
TXN-1362,2026-08-27,Toys,467.31,2
TXN-1363,2026-08-31,Toys,432.45,1
TXN-1364,2026-08-25,Electronics,431.32,3
TXN-1365,2026-08-17,Toys,299.13,1
TXN-1366,2026-08-22,Home,414.12,3
TXN-1367,2026-09-05,Toys,238.03,4
TXN-1368,2026-09-01,Home,118.28,4
TXN-1369,2026-08-21,Clothing,420.19,3
TXN-1370,2026-09-02,Clothing,457.64,4
TXN-1371,2026-09-11,Electronics,101.42,1
TXN-1372,2026-09-08,Clothing,62.31,4
TXN-1373,2026-08-30,Toys,122.84,5
TXN-1374,2026-09-13,Toys,69.73,4
TXN-1375,2026-08-25,Electronics,103.01,2
TXN-1376,2026-08-25,Home,93.09,2
TXN-1377,2026-08-18,Electronics,16.35,2
TXN-1378,2026-09-12,Home,302.47,4
TXN-1379,2026-08-28,Home,333.84,1
TXN-1380,2026-08-20,Toys,216.5,1
TXN-1381,2026-09-09,Electronics,80.52,3
TXN-1382,2026-08-17,Home,241.57,3
TXN-1383,2026-09-08,Clothing,289.8,4
TXN-1384,2026-09-11,Toys,347.46,5
TXN-1385,2026-09-03,Clothing,343.33,5
TXN-1386,2026-08-30,Electronics,286.04,5
TXN-1387,2026-09-03,Toys,357.01,1
TXN-1388,2026-09-13,Home,361.85,4
TXN-1389,2026-08-29,Toys,42.21,5
TXN-1390,2026-08-21,Clothing,236.66,5
TXN-1391,2026-08-27,Clothing,34.28,4
TXN-1392,2026-09-06,Home,36.99,2
TXN-1393,2026-08-19,Electronics,43.57,4
TXN-1394,2026-09-02,Toys,24.99,5
TXN-1395,2026-09-06,Electronics,417.11,1
TXN-1396,2026-09-09,Clothing,368.28,5
TXN-1397,2026-08-23,Clothing,40.88,4
TXN-1398,2026-08-15,Toys,211.67,4
TXN-1399,2026-09-06,Home,382.8,1
TXN-1400,2026-08-15,Clothing,40.88,5
TXN-1401,2026-08-29,Clothing,402.22,3
TXN-1402,2026-09-02,Home,201.1,3
TXN-1403,2026-08-25,Toys,112.25,1
TXN-1404,2026-08-20,Toys,217.49,4
TXN-1405,2026-08-21,Electronics,210.3,5
TXN-1406,2026-08-22,Home,405.92,3
TXN-1407,2026-08-21,Electronics,105.52,1
TXN-1408,2026-09-12,Toys,295.75,1
TXN-1409,2026-09-03,Home,484.99,5
TXN-1410,2026-09-13,Home,477.87,4
TXN-1411,2026-09-06,Home,59.36,1
TXN-1412,2026-09-13,Clothing,176.15,3
TXN-1413,2026-08-25,Toys,471.15,1
TXN-1414,2026-08-29,Electronics,464.17,1
TXN-1415,2026-08-20,Electronics,61.62,5
TXN-1416,2026-09-13,Clothing,476.44,5
TXN-1417,2026-08-22,Home,283.88,2
TXN-1418,2026-09-08,Clothing,471.27,4
TXN-1419,2026-09-01,Electronics,65.88,1
TXN-1420,2026-08-27,Electronics,401.34,4
TXN-1421,2026-08-20,Toys,27.06,4
TXN-1422,2026-08-24,Electronics,186.11,5
TXN-1423,2026-09-03,Clothing,135.51,3
TXN-1424,2026-09-01,Clothing,339.36,1
TXN-1425,2026-08-31,Electronics,82.14,1
TXN-1426,2026-09-12,Toys,495.6,4
TXN-1427,2026-09-09,Toys,483.61,5
TXN-1428,2026-09-03,Toys,449.2,3
TXN-1429,2026-08-26,Home,142.06,1
TXN-1430,2026-09-05,Electronics,283.54,1
TXN-1431,2026-08-29,Electronics,368.21,2
TXN-1432,2026-08-18,Toys,488.08,5
TXN-1433,2026-08-17,Toys,499.9,3
TXN-1434,2026-09-03,Electronics,12.16,2
TXN-1435,2026-08-17,Home,121.05,1
TXN-1436,2026-09-03,Toys,23.07,2
TXN-1437,2026-08-15,Electronics,97.91,4
TXN-1438,2026-09-10,Toys,230.35,1
TXN-1439,2026-09-13,Clothing,490.41,1
TXN-1440,2026-09-11,Electronics,54.96,4
TXN-1441,2026-08-24,Electronics,105.88,5
TXN-1442,2026-08-19,Toys,336.8,4
TXN-1443,2026-08-23,Electronics,229.31,5
TXN-1444,2026-08-15,Home,483.91,2
TXN-1445,2026-09-01,Toys,328.73,2
TXN-1446,2026-09-03,Home,93.97,5
TXN-1447,2026-08-17,Toys,391.2,3
TXN-1448,2026-09-10,Toys,354.93,2
TXN-1449,2026-09-07,Home,169.25,1
TXN-1450,2026-09-10,Clothing,477.38,2
TXN-1451,2026-09-09,Toys,277.26,1
TXN-1452,2026-08-19,Toys,55.66,1
TXN-1453,2026-09-07,Toys,193.77,3
TXN-1454,2026-09-06,Home,89.03,4
TXN-1455,2026-08-15,Toys,173.54,1
TXN-1456,2026-08-22,Clothing,384.59,4
TXN-1457,2026-09-12,Toys,262.24,5
TXN-1458,2026-09-06,Toys,124.67,1
TXN-1459,2026-08-19,Home,190.19,4
TXN-1460,2026-09-02,Clothing,251.19,5
TXN-1461,2026-09-10,Toys,25.51,4
TXN-1462,2026-08-30,Clothing,443.25,1
TXN-1463,2026-08-22,Electronics,71.18,5
TXN-1464,2026-08-24,Home,180.31,4
TXN-1465,2026-09-03,Electronics,483.45,4
TXN-1466,2026-09-08,Clothing,106.14,1
TXN-1467,2026-08-27,Clothing,240.09,3
TXN-1468,2026-08-24,Toys,48.6,4
TXN-1469,2026-09-07,Electronics,265.79,2
TXN-1470,2026-09-13,Clothing,227.27,1
TXN-1471,2026-09-08,Toys,281.78,2
TXN-1472,2026-08-28,Clothing,494.7,1
TXN-1473,2026-09-11,Electronics,279.38,2
TXN-1474,2026-09-08,Electronics,110.3,5
TXN-1475,2026-09-13,Toys,351.31,1
TXN-1476,2026-09-05,Home,353.36,5
TXN-1477,2026-09-13,Home,376.03,5
TXN-1478,2026-09-14,Clothing,319.01,4
TXN-1479,2026-08-29,Toys,55.41,3
TXN-1480,2026-08-16,Home,364.32,4
TXN-1481,2026-08-31,Clothing,276.73,4
TXN-1482,2026-08-22,Clothing,133.27,2
TXN-1483,2026-08-27,Home,463.32,5
TXN-1484,2026-09-01,Clothing,200.36,1
TXN-1485,2026-08-30,Toys,427.52,1
TXN-1486,2026-08-30,Electronics,151.55,3
TXN-1487,2026-08-19,Electronics,180.65,3
TXN-1488,2026-09-02,Home,133.91,2
TXN-1489,2026-09-08,Clothing,462.81,3
TXN-1490,2026-08-18,Electronics,144.52,4
TXN-1491,2026-08-26,Electronics,480.6,5
TXN-1492,2026-09-04,Home,136.49,5
TXN-1493,2026-09-09,Toys,77.87,4
TXN-1494,2026-08-27,Home,226.05,1
TXN-1495,2026-08-26,Toys,367.35,3
TXN-1496,2026-08-22,Clothing,340.4,3
TXN-1497,2026-08-25,Home,166.03,5
TXN-1498,2026-08-21,Home,456.94,5
TXN-1499,2026-09-02,Electronics,284.14,1
TXN-1500,2026-08-19,Clothing,98.7,3
